Id,Predicted
184,454.0|489.1
185,553.8|491.2
186,454.2|440.3
187,364.5|286.1
188,543.5|519.3
189,342.4|322.8
190,433.4|502.0
191,419.1|325.9
192,481.1|504.0
193,400.1|495.7
194,591.9|374.8
195,382.7|212.8
196,425.9|477.0
197,339.8|234.7
198,547.8|380.8
199,209.4|279.9
200,256.8|402.0
201,479.0|272.9
202,345.8|382.4
203,264.7|304.8
204,431.8|479.0
205,466.9|542.0
206,279.1|447.2
207,437.3|209.6
208,464.9|500.1
209,437.1|588.0
210,457.2|261.6
211,443.1|530.8
212,436.7|376.3
213,358.2|329.8
214,210.0|508.0
215,225.9|505.9
216,464.1|351.7
217,422.6|369.3
218,454.4|275.2
219,420.8|584.7
220,278.1|356.6
221,593.1|304.9
222,278.4|381.4
223,581.1|559.1
224,285.7|545.2
225,227.1|211.0
226,253.1|366.5
227,426.6|342.4
228,560.5|218.0
229,419.1|350.6
230,367.5|282.1
231,218.6|327.6
232,355.3|456.0
233,385.6|358.7
234,348.5|444.4
235,476.1|473.3
236,349.5|594.6
237,399.2|312.5
238,243.0|579.3
239,343.7|425.0
240,464.9|348.6
241,245.6|438.4
242,579.2|543.1
243,453.4|547.2
244,527.8|500.5
245,372.4|562.0
246,246.9|505.8
247,586.2|589.8
248,266.6|460.3
249,492.6|494.5
250,382.9|218.7
251,453.1|542.9
252,410.7|440.6
253,248.9|483.0
254,275.1|414.9
255,410.4|264.2
256,559.3|575.3
257,235.3|570.4
258,205.6|268.0
259,482.6|487.7
260,358.4|364.7
261,412.6|365.1
262,551.2|586.6
263,262.2|556.4
264,220.2|247.6
265,474.8|213.8
266,342.4|567.0
267,223.2|409.0
268,527.7|340.3
269,431.7|210.1
270,400.5|359.2
271,409.7|387.6
272,581.9|311.0
273,351.1|556.8
274,549.1|329.8
275,398.3|590.2
276,474.4|241.7
277,432.0|443.8
278,429.7|490.3
279,537.9|520.6
280,580.3|399.6
281,397.2|482.0
282,225.8|558.8
283,301.8|371.3
284,241.4|416.0
285,211.2|239.4
286,285.1|428.4
287,556.7|560.2
288,596.0|552.5
289,593.4|351.1
290,393.7|504.1
291,335.3|223.1
292,461.8|376.4
293,577.1|410.6
294,332.0|530.0
295,417.6|531.0
296,236.3|221.0
297,256.7|317.4
298,438.5|246.4
299,364.8|582.3
300,362.9|283.6
301,413.1|385.1
302,217.0|460.0
303,328.0|571.4
304,339.2|234.7
305,472.2|316.2
306,401.5|216.1
307,592.3|386.6
308,484.6|233.4
309,394.9|469.5
310,430.9|369.7
311,541.6|299.5
312,412.8|545.6
313,255.7|385.3
314,203.5|311.4
315,546.0|463.2
316,396.0|531.5
317,348.2|535.0
318,399.3|517.6
319,204.6|593.7
320,472.2|254.1
321,567.9|460.6
322,591.2|349.8
323,481.3|238.3
324,397.9|468.4
325,249.4|378.8
326,537.3|434.3
327,585.4|344.6
328,561.2|529.8
329,479.5|288.1
330,388.2|312.2
331,300.6|423.3
332,237.0|421.3
333,594.6|210.7
334,396.6|513.1
335,528.4|445.6
336,359.9|455.6
337,410.2|316.4
338,393.8|300.8
339,445.7|397.4
340,531.6|499.1
341,480.2|236.7
342,368.2|438.0
343,381.8|292.2
344,403.1|584.9
345,581.9|248.2
346,475.1|349.3
347,357.4|270.6
348,543.1|539.6
349,268.9|209.3
350,556.9|236.2
351,389.0|596.3
352,360.5|231.3
353,370.7|593.5
354,250.7|237.5
355,374.9|247.4
356,423.9|410.1
357,387.8|220.8
358,261.8|346.2
359,217.2|301.0
360,433.1|379.2
361,530.2|349.5
362,260.9|410.9
363,478.7|259.2
364,524.7|354.5
365,397.6|448.7
366,252.5|211.5
367,571.4|547.7
368,241.8|535.5
369,304.8|394.5
370,573.4|328.5
371,576.9|279.1
372,591.7|551.7
373,455.6|424.9
374,342.5|325.0
375,580.4|390.2
376,220.9|317.2
377,549.3|466.2
378,266.7|367.3
379,416.9|294.2
380,215.1|329.5
381,533.1|341.6
382,353.3|402.1
383,235.5|217.8
384,369.9|344.4
385,248.8|302.0
386,529.3|557.9
387,380.2|272.0
388,590.5|267.1
389,350.4|209.3
390,317.6|409.2
391,557.1|532.4
392,386.4|277.4
393,470.6|278.1
394,243.3|479.1
395,546.7|330.6
396,279.1|367.9
397,398.4|398.7
398,387.2|271.7
399,477.4|243.1
400,237.8|557.4
401,595.8|345.8
402,248.4|393.2
403,212.0|584.0
404,251.0|483.2
405,427.9|293.5
406,208.1|301.3
407,553.9|225.1
408,275.5|449.1
409,226.7|462.0
410,371.5|593.4
411,360.4|370.0
412,246.8|213.3
413,241.0|393.9
414,419.3|208.6
415,418.4|280.2
416,432.1|247.6
417,533.2|512.5
418,235.3|317.8
419,249.9|221.3
420,301.7|399.7
421,437.0|401.2
422,258.0|364.1
423,594.0|463.9
424,302.5|398.7
425,222.6|476.4
426,407.3|360.4
427,372.0|380.4
428,412.8|334.4
429,558.4|350.6
430,374.5|481.8
431,421.5|320.2
432,383.1|359.6
433,318.3|355.9
434,335.4|367.7
435,246.4|508.6
436,590.1|372.9
437,556.8|586.7
438,561.8|542.9
439,270.9|335.1
440,299.3|369.3
441,375.4|397.2
442,257.7|548.6
443,350.7|432.1
444,453.8|223.3
445,459.1|355.2
446,578.1|282.5
447,428.0|239.1
448,253.3|268.6
449,244.6|593.0
450,595.1|267.5
451,393.7|321.8
452,582.2|249.9
453,466.7|397.3
454,352.4|442.3
455,477.9|217.7
456,529.6|513.9
457,379.3|299.2
458,452.2|474.2
459,404.6|484.4
460,369.5|284.1
461,353.7|448.5
462,523.7|428.1
463,227.3|415.6
464,457.6|553.4
465,437.2|239.6
466,357.4|508.3
467,377.5|581.0
468,263.6|411.3
469,231.5|359.5
470,207.2|519.1
471,207.9|581.0
472,210.8|514.3
473,546.1|244.9
474,276.3|510.1
475,467.9|284.2
476,438.5|534.0
477,564.7|408.1
478,448.0|354.6
479,476.7|459.8
480,204.6|250.9
481,593.9|303.1
482,234.1|535.3
483,419.7|209.5
484,286.4|583.4
485,385.7|446.7
486,456.7|446.9
487,257.8|551.5
488,202.6|470.3
489,436.9|490.7
490,486.1|224.5
491,589.3|428.0
492,590.2|354.0
493,206.2|474.1
494,594.1|549.0
495,303.2|327.3
496,487.0|226.3
497,444.4|578.3
498,269.6|517.8
499,207.6|460.4
500,357.2|222.8
501,518.7|504.4
502,348.3|222.1
503,385.2|282.5
504,371.2|209.6
505,245.0|577.1
506,360.7|220.3
507,404.5|208.8
508,391.9|210.1
509,422.5|211.6
510,258.8|464.4
511,399.4|246.7
512,422.2|461.4
513,411.8|566.3
514,424.8|241.9
515,304.0|435.1
516,360.4|256.3
517,594.3|342.7
518,471.2|366.0
519,509.0|513.0
520,441.4|501.4
521,272.6|570.1
522,293.4|384.1
523,225.8|488.0
524,353.3|395.0
525,542.8|515.2
526,574.2|348.0
527,266.6|573.1
528,470.2|470.9
529,428.8|571.7
530,241.2|211.5
531,469.8|407.1
532,554.0|526.4
533,219.1|478.7
534,470.6|528.6
535,236.4|465.1
536,391.0|575.2
537,295.4|351.8
538,463.4|330.6
539,451.8|538.4
540,362.7|383.7
541,495.8|490.5
542,276.9|285.2
543,545.4|235.8
544,482.9|477.1
545,404.0|275.7
546,438.9|380.2
547,263.6|244.2
548,215.1|469.2
549,401.1|333.9
550,261.1|291.4
551,233.5|409.1
552,484.6|356.2
553,233.2|311.5
554,574.5|417.4
555,469.9|346.2
556,401.0|336.2
557,222.7|587.9
558,345.2|517.6
559,363.2|337.4
560,518.8|452.6
561,300.6|342.6
562,331.9|328.2
563,405.3|456.9
564,578.5|261.4
565,582.7|417.5
566,363.2|255.2
567,528.9|414.2
568,468.4|291.4
569,307.4|363.9
570,594.6|392.6
571,241.1|578.1
572,476.7|253.1
573,596.0|509.5
574,263.9|421.3
575,400.8|512.7
576,266.8|369.9
577,464.3|557.6
578,458.3|346.1
579,571.0|210.4
580,411.3|388.2
581,231.4|376.6
582,559.8|263.3
583,444.5|552.0
584,579.6|547.4
585,550.3|234.8
586,387.0|298.5
587,296.8|557.0
588,583.2|376.2
589,285.1|291.9
590,586.8|401.8
591,403.4|489.0
592,500.2|242.3
593,314.8|382.2
594,472.8|214.9
595,354.3|559.0
596,413.4|364.4
597,364.6|282.1
598,251.5|560.6
599,575.3|448.8
600,223.3|592.0
601,358.3|593.7
602,377.7|384.6
603,439.5|310.0
604,253.7|384.4
605,393.0|326.6
606,285.0|442.7
607,208.8|575.3
608,427.1|218.2
609,486.4|462.0
610,264.4|290.6
611,384.5|222.8
612,496.3|240.1
613,434.5|536.7
614,488.2|326.0
615,451.7|394.7
616,464.5|323.0
617,252.0|364.4
618,469.9|574.7
619,350.0|440.4
620,204.2|469.9
621,373.1|391.4
622,245.9|265.4
623,283.7|536.1
624,206.6|337.3
625,416.6|404.1
626,266.0|369.5
627,449.1|586.2
628,561.8|459.7
629,594.5|586.3
630,235.3|298.7
631,471.4|527.9
632,262.7|339.0
633,368.0|276.9
634,296.7|432.0
635,252.5|261.3
636,541.4|251.1
637,342.6|522.4
638,365.3|446.5
639,496.8|494.8
640,413.9|400.4
641,544.8|421.9
642,357.7|278.8
643,205.4|540.9
644,575.8|286.1
645,451.2|448.4
646,295.1|349.1
647,346.8|211.7
648,333.6|230.2
649,566.8|413.7
650,540.0|586.1
651,378.8|368.9
652,386.4|491.6
653,537.6|444.3
654,546.6|240.2
655,386.0|268.8
656,229.4|457.6
657,294.0|571.6
658,553.4|595.2
659,448.2|306.1
660,590.4|371.2
661,441.2|374.4
662,578.6|418.6
663,396.6|207.0
664,232.4|392.1
665,406.7|247.2
666,523.6|362.9
667,247.4|495.4
668,379.9|588.1
669,570.3|210.9
670,240.1|437.0
671,405.5|464.2
672,344.8|238.6
673,414.7|266.1
674,593.4|479.8
675,239.8|556.6
676,431.9|249.8
677,261.8|427.0
678,214.5|296.1
679,220.9|357.5
680,267.3|292.2
681,552.5|527.4
682,591.5|213.5
683,410.7|569.7
684,255.3|281.5
685,231.5|457.1
686,578.6|316.1
687,276.8|232.1
688,557.9|577.5
689,556.2|543.3
690,407.6|289.1
691,291.8|557.6
692,375.7|372.4
693,336.0|568.5
694,238.5|295.3
695,529.5|529.2
696,390.0|210.7
697,485.4|336.1
698,327.4|414.8
699,394.2|464.6
700,362.7|369.0
701,454.3|364.6
702,386.9|578.2
703,264.9|279.1
704,392.0|510.8
705,306.0|405.7
706,458.9|557.8
707,280.6|318.8
708,248.9|512.6
709,585.1|542.9
710,234.5|361.5
711,263.1|433.3
712,335.6|561.5
713,331.1|332.6
714,546.5|330.1
715,406.3|327.8
716,347.5|330.7
717,528.3|303.9
718,518.8|424.8
719,530.1|543.5
720,409.0|543.8
721,269.5|479.8
722,467.8|528.7
723,465.7|216.9
724,450.1|533.5
725,363.0|585.1
726,226.7|416.8
727,350.9|234.6
728,554.1|471.9
729,455.9|465.0
730,286.0|591.0
731,419.2|314.1
732,402.2|213.5
733,341.4|348.0
734,403.2|508.6
735,476.1|518.5
736,493.7|240.2
737,550.6|583.1
738,342.9|323.2
739,242.4|444.2
740,337.1|367.7
741,417.7|421.1
742,428.4|293.2
743,337.0|324.2
744,573.6|368.3
745,404.5|210.4
746,218.9|360.0
747,263.8|570.3
748,256.8|405.8
749,583.2|211.1
750,263.7|424.2
751,535.3|340.7
752,262.7|566.8
753,372.7|393.8
754,244.5|299.0
755,219.2|332.5
756,384.2|586.6
757,355.6|443.3
758,337.1|237.7
759,590.4|267.7
760,445.0|305.4
761,282.7|415.2
762,399.0|327.9
763,207.4|540.7
764,270.5|229.7
765,305.1|324.7
766,473.4|542.8
767,250.1|434.3
768,548.6|546.0
769,255.8|440.1
770,399.9|312.6
771,495.9|456.5
772,562.3|212.2
773,305.9|326.1
774,343.6|522.0
775,409.3|266.9
776,204.9|312.9
777,254.5|281.4
778,380.6|572.6
779,302.1|426.0
780,390.5|555.0
781,345.4|529.0
782,471.3|267.6
783,231.5|344.4
784,220.5|379.6
785,209.9|438.8
786,393.9|594.2
787,260.1|582.6
788,529.1|332.3
789,464.5|464.7
790,452.3|444.1
791,290.8|518.4
792,462.3|573.9
793,274.4|287.8
794,352.1|578.6
795,379.5|287.6
796,380.2|281.6
797,286.7|381.3
798,287.3|311.9
799,287.0|282.4
800,377.7|478.3
801,387.1|221.8
802,437.9|430.2
803,587.9|442.0
804,281.2|341.5
805,594.4|473.8
806,521.4|445.8
807,438.7|335.0
808,543.7|247.3
809,275.2|367.3
810,289.8|490.3
811,391.3|251.6
812,450.6|362.1
813,239.5|212.7
814,242.1|580.4
815,344.8|593.1
816,242.4|554.7
817,213.5|465.0
818,424.5|369.0
819,524.5|428.1
820,352.3|272.9
821,572.0|520.1
822,374.7|517.2
823,215.1|529.6
824,239.9|583.0
825,302.4|330.9
826,243.9|289.9
827,231.9|278.7
828,405.0|565.2
829,448.1|471.4
830,225.8|245.4
831,238.0|364.7
832,519.3|436.8
833,452.3|238.2
834,364.4|290.8
835,379.4|422.8
836,526.7|356.7
837,459.4|589.6
838,473.3|222.4
839,572.9|356.0
840,383.6|255.8
841,334.6|554.2
842,405.2|386.0
843,478.9|306.4
844,338.5|236.8
845,275.8|331.8
846,401.6|249.4
847,349.3|331.6
848,211.5|591.7
849,365.0|253.9
850,278.6|583.7
851,269.2|549.5
852,587.1|423.3
853,471.9|413.0
854,408.2|457.6
855,594.4|351.7
856,544.9|265.2
857,337.0|419.6
858,584.3|479.7
859,582.6|210.0
860,239.8|560.9
861,479.4|489.3
862,230.8|225.2
863,440.0|512.3
864,509.6|491.5
865,258.0|504.5
866,354.7|322.5
867,338.0|565.2
868,209.9|280.6
869,455.1|377.3
870,205.6|584.8
871,225.3|419.1
872,301.6|316.2
873,403.5|305.1
874,575.5|293.1
875,217.6|589.0
876,369.2|286.2
877,214.2|351.7
878,539.7|375.1
879,463.7|560.0
880,457.7|448.5
881,374.0|482.7
882,328.0|333.5
883,423.4|341.0
884,465.2|341.1
885,401.2|578.1
886,396.7|322.1
887,428.2|589.2
888,237.8|443.8
889,541.6|575.4
890,259.9|281.4
891,538.7|347.0
892,377.1|483.1
893,385.3|285.1
894,314.8|364.3
895,284.7|354.5
896,484.2|480.9
897,562.9|426.9
898,462.2|510.7
899,544.4|517.6
900,240.8|390.8
901,539.0|501.9
902,209.9|492.7
903,380.8|459.4
904,268.6|313.2
905,435.7|296.9
906,348.1|594.8
907,482.1|349.4
908,309.3|375.2
909,317.5|319.2
910,257.7|264.0
911,476.7|346.5
912,244.5|376.8
913,372.7|576.9
914,469.1|373.4
915,474.2|218.9
916,421.1|553.6
917,357.5|216.6
918,521.7|432.9
919,379.0|251.1
920,539.6|592.5
921,484.3|514.5
922,572.5|209.9
923,589.0|210.6
924,349.7|564.0
925,337.8|552.5
926,506.0|511.8
927,381.4|266.8
928,374.9|280.6
929,552.1|264.7
930,371.0|582.4
931,585.1|400.7
932,232.1|333.6
933,206.4|510.2
934,345.1|253.7
935,408.5|441.2
936,306.0|333.1
937,469.3|349.5
938,580.0|552.4
939,548.7|524.2
940,562.9|507.8
941,411.9|349.6
942,217.5|411.8
943,299.1|365.0
944,443.0|414.3
945,470.0|513.0
946,239.4|423.2
947,481.1|510.6
948,283.7|595.4
949,596.0|589.2
950,564.4|286.1
951,233.5|225.7
952,240.2|436.1
953,307.7|404.9
954,474.1|264.9
955,541.7|589.5
956,487.6|318.5
957,578.7|522.3
958,480.1|276.3
959,467.3|220.6
960,393.9|523.4
961,554.8|356.8
962,211.6|498.0
963,236.4|579.5
964,385.5|269.1
965,224.1|315.6
966,400.7|470.4
967,438.7|304.2
968,372.9|221.8
969,213.9|415.8
970,417.5|527.6
971,458.4|233.2
972,222.3|553.4
973,343.0|426.2
974,589.2|399.1
975,355.9|465.6
976,578.7|548.4
977,537.2|369.7
978,331.7|206.7
979,466.8|311.3
980,250.0|571.5
981,286.2|452.8
982,290.2|403.8
983,457.0|315.4
984,419.4|269.0
985,251.5|585.2
986,235.7|560.3
987,541.7|488.1
988,276.6|231.8
989,473.9|347.4
990,570.9|269.8
991,395.3|561.0
992,398.7|397.9
993,272.4|316.6
994,345.9|237.4
995,530.2|557.2
996,249.9|413.1
997,402.0|261.0
998,354.6|387.5
999,528.9|489.7
1000,298.9|320.5
1001,535.1|280.8
1002,459.0|259.7
1003,525.5|351.7
1004,479.0|244.1
1005,388.7|585.3
1006,449.3|275.1
1007,262.8|279.5
1008,398.0|464.5
1009,473.4|454.7
1010,291.5|346.1
1011,473.9|243.5
1012,213.0|216.7
1013,558.6|547.5
1014,236.8|215.1
1015,470.8|413.3
1016,398.1|355.1
1017,583.8|350.5
1018,385.2|459.9
1019,406.4|326.5
1020,550.9|322.2
1021,581.1|295.8
1022,500.2|458.0
1023,562.2|518.2
1024,220.0|392.6
1025,436.0|390.7
1026,260.0|564.7
1027,416.2|208.3
1028,535.6|293.9
1029,565.2|520.2
1030,243.8|398.2
1031,575.5|455.8
1032,595.8|470.9
1033,411.0|218.7
1034,462.5|392.9
1035,399.6|214.1
1036,591.1|377.0
1037,388.8|376.7
1038,574.7|354.3
1039,595.3|368.8
1040,453.1|526.5
1041,220.3|469.9
1042,492.5|495.1
1043,376.7|339.2
1044,330.2|211.8
1045,207.9|280.0
1046,483.8|260.9
1047,250.9|374.8
1048,479.7|287.6
1049,470.2|500.3
1050,275.2|426.8
1051,476.1|309.5
1052,229.7|231.3
1053,558.3|570.9
1054,472.5|509.2
1055,364.9|237.7
1056,277.1|281.7
1057,569.7|371.9
1058,271.9|359.1
1059,458.9|436.3
1060,421.6|255.4
1061,592.2|302.0
1062,261.6|243.4
1063,337.5|418.7
1064,554.2|545.9
1065,438.5|471.3
1066,256.8|555.6
1067,374.4|420.3
1068,386.5|293.2
1069,426.0|466.1
1070,208.4|230.6
1071,376.2|557.8
1072,416.0|372.8
1073,591.2|552.5
1074,235.6|577.1
1075,546.1|540.5
1076,303.0|337.4
1077,402.4|557.9
1078,339.7|424.4
1079,373.9|384.6
1080,585.6|293.8
1081,266.1|226.3
1082,231.1|256.2
1083,519.6|460.6
1084,483.0|356.8
1085,547.0|287.0
1086,241.0|488.5
1087,390.2|246.4
1088,265.7|411.0
1089,367.2|587.9
1090,250.5|226.5
1091,421.0|549.9
1092,480.1|356.1
1093,575.0|232.6
1094,383.2|324.5
1095,213.6|304.4
1096,412.6|279.5
1097,441.4|511.3
1098,573.6|554.5
1099,557.6|363.5
1100,558.9|272.6
1101,227.3|325.2
1102,396.5|353.3
1103,249.9|472.1
1104,232.1|377.7
1105,383.9|403.0
1106,356.0|384.2
1107,574.3|369.0
1108,354.1|449.0
1109,591.3|508.3
1110,368.1|295.5
1111,231.7|289.8
1112,537.8|328.4
1113,562.6|566.2
1114,289.5|541.5
1115,389.7|556.6
1116,574.7|356.1
1117,343.1|508.7
1118,369.4|283.2
1119,445.6|395.8
1120,435.2|388.5
1121,255.6|285.9
1122,307.7|360.8
1123,383.1|399.5
1124,294.2|315.2
1125,300.0|363.4
1126,414.6|321.5
1127,539.2|547.8
1128,258.0|413.9
1129,584.4|339.4
1130,439.4|257.2
1131,409.9|421.7
1132,450.6|387.2
1133,206.1|573.1
1134,299.9|322.2
1135,397.1|567.1
1136,281.0|534.9
1137,428.9|384.2
1138,373.4|218.1
1139,336.7|565.5
1140,267.1|420.0
1141,404.8|325.8
1142,587.8|361.5
1143,221.6|397.7
1144,252.6|434.3
1145,466.7|327.7
1146,421.7|434.5
1147,350.4|318.8
1148,579.4|494.5
1149,410.2|505.0
1150,460.9|302.1
1151,285.9|374.0
1152,387.2|555.2
1153,383.4|274.0
1154,248.1|360.5
1155,293.2|385.5
1156,262.0|566.3
1157,266.4|346.0
1158,458.4|398.0
1159,406.0|505.7
1160,204.2|501.2
1161,255.4|565.6
1162,452.7|508.6
1163,448.2|360.7
1164,572.9|426.8
1165,223.4|304.4
1166,248.7|439.0
1167,465.3|393.1
1168,343.8|392.7
1169,573.7|437.5
1170,499.6|238.4
1171,295.1|443.2
1172,451.7|491.6
1173,392.5|292.2
1174,430.3|243.9
1175,594.4|276.8
1176,303.2|397.1
1177,420.0|273.8
1178,261.5|216.7
1179,362.7|279.4
1180,532.1|509.5
1181,217.9|481.1
1182,363.5|365.0
1183,476.3|355.3
1184,229.2|593.2
1185,206.3|251.7
1186,432.3|450.0
1187,447.4|385.3
1188,459.7|351.4
1189,400.4|402.6
1190,360.8|326.9
1191,411.7|277.6
1192,230.0|503.2
1193,406.5|368.9
1194,463.9|511.4
1195,354.9|580.9
1196,256.0|281.8
1197,548.1|521.2
1198,232.1|210.5
1199,574.3|562.8
1200,342.8|359.2
1201,386.4|470.1
1202,366.5|333.5
1203,234.3|311.6
1204,593.5|255.8
1205,419.7|492.4
1206,456.3|543.1
1207,554.3|211.2
1208,412.7|353.3
1209,591.9|304.9
1210,473.6|436.7
1211,529.6|332.3
1212,232.7|419.5
1213,438.8|412.3
1214,341.6|403.0
1215,232.1|291.4
1216,336.1|578.8
1217,543.3|463.5
1218,544.1|285.1
1219,436.1|530.7
1220,298.7|322.9
1221,338.3|586.9
1222,348.5|455.7
1223,259.2|274.9
1224,361.4|433.5
1225,272.6|374.6
1226,594.2|402.3
1227,205.2|329.1
1228,234.9|219.4
1229,221.0|408.0
1230,342.0|235.5
1231,551.4|540.9
1232,380.0|264.2
1233,451.9|391.8
1234,340.1|243.4
1235,234.0|463.6
1236,286.2|529.8
1237,387.7|584.0
1238,263.6|408.0
1239,520.4|464.9
1240,362.4|276.6
1241,530.1|509.3
1242,369.1|402.5
1243,293.9|530.7
1244,363.6|233.9
1245,236.8|496.7
1246,213.4|469.8
1247,457.5|229.6
1248,356.3|590.7
1249,528.7|577.9
1250,398.2|447.7
1251,425.6|300.3
1252,433.0|398.3
1253,267.9|482.6
1254,473.2|340.4
1255,279.8|579.7
1256,590.5|510.5
1257,357.2|595.3
1258,483.7|242.3
1259,357.0|446.0
1260,336.0|336.5
1261,357.2|587.4
1262,453.2|460.8
1263,288.4|283.1
1264,335.0|555.8
1265,230.0|498.9
1266,254.2|368.6
1267,287.3|503.3
1268,268.2|219.2
1269,269.7|493.8
1270,272.0|550.0
1271,579.9|541.4
1272,593.6|354.3
1273,336.7|237.9
1274,583.9|216.3
1275,433.9|398.8
1276,498.0|246.5
1277,402.3|515.2
1278,464.7|576.7
1279,267.2|315.0
1280,256.0|384.2
1281,569.4|537.9
1282,366.2|276.6
1283,220.6|593.6
1284,383.4|285.6
1285,239.7|486.2
1286,542.1|277.2
1287,397.1|473.0
1288,289.5|376.0
1289,381.6|295.3
1290,558.7|470.8
1291,222.3|306.3
1292,587.0|587.6
1293,258.7|274.3
1294,541.1|245.3
1295,528.2|300.6
1296,358.1|376.4
1297,588.2|581.7
1298,372.1|575.9
1299,378.0|310.9
1300,250.7|212.4
1301,584.8|409.8
1302,535.2|548.7
1303,492.7|325.7
1304,532.8|455.4
1305,567.6|417.1
1306,428.3|335.6
1307,265.9|365.8
1308,410.9|378.8
1309,405.4|336.8
1310,578.8|208.0
1311,348.6|256.9
1312,420.2|501.0
1313,356.9|399.1
1314,360.6|377.9
1315,538.2|463.5
1316,588.3|416.9
1317,466.3|214.6
1318,481.3|362.9
1319,556.3|262.1
1320,341.1|346.3
1321,464.0|249.2
1322,424.2|214.5
1323,453.5|452.7
1324,573.4|273.7
1325,315.3|352.6
1326,245.8|506.0
1327,346.0|406.8
1328,309.4|403.1
1329,266.3|305.8
1330,244.9|463.1
1331,555.3|237.9
1332,412.2|366.6
1333,521.8|432.8
1334,397.5|255.9
1335,376.4|214.6
1336,363.4|438.7
1337,574.4|418.4
1338,345.6|225.8
1339,315.4|362.5
1340,588.1|259.1
1341,475.4|377.9
1342,352.7|591.5
1343,220.4|542.7
1344,457.1|397.7
1345,588.9|388.0
1346,473.1|482.8
1347,487.9|505.8
1348,299.9|367.7
1349,262.6|404.4
1350,346.9|313.8
1351,426.4|345.1
1352,541.0|458.0
1353,417.6|360.6
1354,446.2|475.4
1355,286.8|586.5
1356,261.4|345.4
1357,467.6|420.1
1358,449.3|529.6
1359,412.0|378.7
1360,278.9|288.4
1361,250.2|510.4
